"word","valence"
"arthur","8.27130364043116"
"arvid","0"
"as","0"
"asap","8.98829901384702"
"asdfghjkl","8.3617747440273"
"asg","9.82311320754717"
"ashley","9.17152500767107"
"ashylarry","6.20253164556962"
"ask","7.4581989952763"
"asked","6.55664585191793"
"asking","8.93718490257528"
"asks","8.33305270247516"
"asleep","9.11569048276353"
"ass","7.13792241438084"
"assassins","9.3844049247606"
"asses","6.46806992508027"
"asshole","8.0926629640456"
"assignment","9.27710843373494"
"assumes","9.61704164672092"
"ast","4.4954128440366965"
"astronauts","5.88336192109777"
"at","0"
"attempts","8.9983305509182"
"attention","9.23942322928221"
"aubietiger","6.20253164556962"
"audiences","9.7609561752988"
"aunts","8.26820603907638"
"auschvitz","0"
"austin","8.66731281802762"
"australian","9.37123395336652"
"author","9.58100558659218"
"av","0"
"avail","9.34445768772348"
"available","8.80506731981345"
"avc","6.20253164556962"
"ave","9.6078431372549"
"avg","7.40820734341253"
"avoid","9.36902485659656"
"awake","9.24083917665686"
"aware","9.56487580830362"
"away","8.0069434346372"
"awesome","9.6281812496134"
"awesomely","9.82311320754717"
"awesoomeee","0.209044368600683"
"awful","8.99919233065281"
"awhile","9.7578040904198"
"aws","9.89607510305886"
"aww","9.27290836653387"
"awwrhalo","0"
"awww","9.22128487994809"
"b","0"
"babe","9.55710757175709"
"babies","9.21342422653382"
"baby","9.46425364646727"
"babygirl","9.36305732484076"
"back","9.28725599996567"
"backtoschool","4.4954128440367"
"bad","9.28441539903306"
"bagans","9.53307392996109"
"balance","9.53307392996109"
"balancer","0.280963302752294"
"baldwin","9.72924187725632"
"ball","6.66945479431222"
"bandwidth","9.23805802481196"
"bangalore","7.65625"
"bank","8.71965857562017"
"barbaraortutay","6.20253164556962"
"barbiesdaughter","0"
"barely","8.18804107106906"
"barfly","5.50561797752809"
"barnes","8.78542510121457"
"barry","9.30915371329879"
"barth","8.30508474576271"
"based","9.20337713624294"
"basedgod","9.95047052996533"
"baseketball","9.80632666236281"
"basilio","0"
"basketballslang","0.298962782184259"
"bath","9.62320164421101"
"batman","7.47158303299141"
"battle","8.47794978535189"
"bay","9.17662253793994"
"baybeeee","8.30508474576271"
"bayou","8.67256637168142"
"bbc","9.75754832869981"
"bbp","0"
"bbq","7.00698370468906"
"bbqwar","0"
"bby","9.7029702970297"
"bc","0"
"bdubdivf","0"
"be","0"
"beactive","0"
"beaker","6.20253164556962"
"beams","8.90909090909091"
"beat","8.9399974302968"
"beats","9.69474279253816"
"beautiful","9.7276980007913"
"became","9.56006120887529"
"because","8.55022581015259"
"become","9.60482985729967"
"becomes","9.11851126346719"
"becoming","9.48311095083544"
"bed","9.46314596464717"
"bedtime","9.60626691821836"
"beefstroganoff","0"
"been","9.0625750878013"
"beew","0"
"before","9.13020720034805"
"began","9.69932347782511"
"begging","8.5249621785174"
"begin","9.5992876224399"
"beginning","9.76026282297925"
"behavior","8.67256637168142"
"behind","9.46913818175447"
"being","9.29789617826466"
"bel","7.65625"
"believe","8.73564075786961"
"benbrooksny","0"
"benjaminmadden","0.288404944084756"
"benkuchera","2.3728813559322"
"bentmatches","0"
"beside","9.74070872947277"
"besides","8.50597609561753"
"best","9.633011269085"
"bestapp","0"
"bestcombination","9.31558935361217"
"bestfriend","9.18293236495688"
"bestfriendforever","0"
"bestie","9.84924623115578"
"bestycoastyy","2.56544502617801"
"bet","7.60626722762223"
"bets","7.3134328358209"
"betta","7.0231532524807"
"better","9.08674639649934"
"between","9.00442477876106"
"beware","9.03769045709703"
"bf","0"
"bg","0"
"bi","0"
"bickin","7.10144927536232"
"big","9.25066138482208"
"bigbubbz","0"
"bigger","8.57945160224645"
"biggest","9.06592419615592"
"bill","8.48127693965517"
"billion","8.48202396804261"
"billionth","8.51116625310174"
"billprady","8.67256637168142"
"bind","9.363057324840764"
"bird","9.35560859188544"
"birth","9.42477080711846"
"bismhbr","0"
"bit","9.40184363263913"
"bitch","6.17551963048499"
"bitchasses","6.20253164556962"
"bitches","5.21276595744681"
"bitchgag","7.10144927536232"
"black","8.50418692598595"
"blackfriday","7.65625"
"blackmediascoop","6.45390070921986"
"blame","8.59541794119483"
"blank","8.05510534846029"
"blanket","9.06576296024913"
"blasiian","0"
"blaswinmonroe","0"
"bleacherreport","6.20253164556962"
"bless","9.43843970774712"
"blessed","9.9776236294473"
"blind","7.82293178519593"
"blip","7.92147806004619"
"blockbuster","9.05281073481167"
"blockbusterrevival","6.20253164556962"
"blockbusters","8.27616228452029"
"blocks","5.81297976273552"
"blog","9.52948557089084"
"blogs","7"
"blonde","6.71232876712329"
"bloom","4.666666666666667"
"bloomberg","8.67256637168142"
"bloombergnews","9.1588785046729"
"blow","7.73794280836534"
"blowed","3.7984496124031"
"blowing","7.18475073313783"
"blu","9.1549152369801"
"blue","9.24673388520538"
"bluemountainstate","9.57122439256789"
"blunder","9.14772727272727"
"board","9.25898480918859"
"bobfreelander","9.58100558659218"
"boeing","6.20253164556962"
"boii","8.5691573926868"
"bomb","9.22199170124481"
"bommtbwc","0"
"bonanza","9.46115850920521"
"bones","9.47530994795413"
"bonney","9.94414447961273"
"boo","9.17596184183664"
"boogie","7.65625"
"book","9.37603993344426"
"books","9.61947591455505"
"boom","8.82827264709588"
"boondocks","7.9706877113867"
"booooooo","5.21276595744681"
"boost","9.19571045576408"
"boot","8.30508474576271"
"boral","0"
"borders","9.55022488755622"
"bored","9.15625893793498"
"boredom","9.80591736392651"
"born","9.13153609553103"
"boss","8.88766409459866"
"bosses","8.44827586206896"
"both","8.05585069711987"
"bothered","9.27507047925896"
"bottled","9.3844049247606"
"bought","8.87103336045566"
"bout","8.41442472810532"
"bouta","8.11822458580487"
"boutta","8.09402795425667"
"bow","8.48818897637795"
"box","8.85703852473982"
"boxee","9.45802034800798"
"boxees","8.67256637168142"
"boxer","8.44827586206897"
"boy","7.92833087211958"
"boys","9.30915371329879"
"br","0"
"brad","9.57617141511655"
"bradmarshy","0"
"brand","8.53719450555985"
"brandon","8.80671773718326"
"break","9.51930358808383"
"breakfast","9.31209394434215"
"breaking","9.39471331886094"
"breakingkayfabe","4.4954128440367"
"breakingnews","6.70152855993564"
"breaks","8.15431164901664"
"breakup","5.60400285918513"
"breffis","0"
"brendonconnelly","9.28909952606635"
"brett","8.30508474576271"
"brianstelter","7.86096256684492"
"brib","0.926275992438563"
"bridges","8.80239520958084"
"briefing","6.20253164556962"
"briefs","1.69550173010381"
"brilliant","9.83885407341092"
"bring","8.97947986393065"
"bringing","9.9228543876567"
"brings","9.54652334564998"
"british","9.21719827082603"
"brix","2.46231155778894"
"bro","8.48303051079877"
"broadband","9.79112998677156"
"broadcaster","4.11764705882353"
"broke","7.76729467608192"
"broken","7.56511074237068"
"brookswoodworks","6.20253164556962"
"brother","8.1001864568648"
"brothers","8.70745592026716"
"browse","8.0327868852459"
"browsing","7.05989907116214"
"brubaker","8.76203576341128"
"bruce","9.34093969243852"
"bruised","8.67256637168142"
"brynaathp","7.3134328358209"
"brynswartz","7.65625"
"bs","0"
"bt","0"
"btw","9.43205888582927"
"bubble","9.57122439256789"
"bucco","0"
"buck","8.72928865080354"
"budget","7.52765709678864"
"buff","8.30508474576271"
"buffalo","9.7029702970297"
"buffering","6.94302080192945"
"buffy","9.59083078101072"
"buggy","6.7982924226254"
"buiad","0"
"building","9.31949049031582"
"bull","5.12410230565705"
"bumblebee","8.0327868852459"
"bumps","8.0327868852459"
"bunch","8.67979463472096"
"buried","9.36305732484076"
"burn","9.69842975493085"
"burning","9.20479428373862"
"burtons","8.13278008298755"
"bus","8.95492791682298"
"buscemi","9.24528301886792"
"business","9.06897249645805"
"busted","7.69820971867008"
"busy","9.19929635133906"
"busylittlezebra","6.20253164556962"
"but","0"
"butt","9.07829811004562"
"butter","8.71886120996441"
"buy","8.48240974936767"
"buys","8.15363574196489"
"bv","0"
"by","0"
"byebye","8.13278008298755"
"bynmxree","0"
"bzq","0"
"c","0"
"ca","0"
"cable","8.96376897533207"
"cables","9.82577802070167"
"caesar","5.21276595744681"
"cafeteria","8.80239520958084"
"cake","9.04918632291095"
"caked","8.67256637168142"
"call","7.94412229836584"
"called","7.67385828496331"
"calling","5.15945761684721"
"calls","7.42836733074054"
"came","8.70852108075512"
"camp","7.16699801192843"
"campaign","9.22235996844359"
"camper","9.0249187432286"
"campy","9.2544731610338"
"can","9.24336105150215"
"canada","8.86304909560724"
"canadi","0"
"cancel","8.58760513085561"
"canceled","7.94583079732197"
"cancellations","7.49652294853964"
"cancelled","8.53632369469705"
"cancels","7.03117268678872"
"cancer","9.5418098510882"
"canda","7.65625"
"cant","7.43909858520923"
"capital","8.78542510121457"
"capitalize","6.44736842105263"
"capitolhill","0"
"capped","7.10144927536232"
"caps","8.51738241308793"
"captainsmackah","0"
"captioning","8.65638218462304"
"car","9.24216908049848"
"card","7.51675738899636"
"cards","8.75762859633828"
"care","8.8848306714789"
"career","9.79667909183328"
"cares","8.7408184679958"
"caribbean","8.58490566037736"
"carlins","6.44736842105263"
"carlitos","8.54651162790698"
"carol","8.32111153994597"
"carried","8.9816700610998"
"carrier","8.71886120996441"
"cars","9.10979228486647"
"cartoon","8.91766215024453"
"cartoons","9.45845376922821"
"carynrose","0.831918505942275"
"case","9.34191425529856"
"cash","9.04633818315197"
"cashback","9.34604904632153"
"cast","9.42471962345285"
"catch","9.72007803884978"
"catches","8.88423988842399"
"catching","9.88970165830493"
"categories","5.94023118127995"
"category","5.50260202684196"
"catherine","8.612395929694728"
"catrific","1.65261382799325"
"caught","9.45548337791364"
"cause","8.52451020242257"
"cave","9.58573072497123"
"caved","9.33540097474524"
"cbnkylq","0"
"cbs","9.75994290533965"
"cc","0"
"cde","3.52517985611511"
"cdntech","4.20600858369099"
"censored","2.49652616952293"
"cent","8.36102379883251"
"center","8.1562099871959"
"ceo","7.07170929708137"
"certainly","8.90909090909091"
"cescruch","0"
"cfo","3.52517985611511"
"ch","0"
"challenges","9.26047658175842"
"chance","9.80233175320753"
"chances","8.96193771626298"
"change","8.01312584736103"
"changeitback","6.20253164556962"
"changes","7.19693835333057"
"changing","8.22730617432604"
"channel","8.74247635425623"
"channels","8.5239852398524"
"chaos","9.53560371517028"
"chappelle","7.99639932632557"
"chapter","9.10780669144981"
"character","9.49667341625687"
"charge","6.61385939645644"
"charger","8.87834339948231"
"charges","7.07914572864322"
"charging","7.12191707497838"
"charles","8.49592646751619"
"charlesornstein","0"
"charlie","8.04643261608154"
"charmageddon","8.24433065106072"
"cheaper","9.33633055020339"
"check","9.67655399219774"
"checking","9.53060508780922"
"checkins","4.82758620689655"
"cheerios","9.51456310679612"
"cheerleader","9.34952298352125"
"cheesy","9.41093452782721"
"chevron","6.20253164556962"
"chiefrockatoppa","6.20253164556962"
"child","9.27408929696046"
"chill","8.90264490714688"
"chillax","9.07407407407407"
"chillin","9.00595392182242"
"chilling","9.17112299465241"
"chinatown","8.72773536895674"
"chinese","8.81499291571852"
"chipcutter","6.20253164556962"
"chobits","8.90909090909091"
"chocolate","9.54801124949779"
"choices","9.13128765587782"
"choose","7.58946978907861"
"choosing","8.92384105960265"
"chris","8.74309936908517"
"christmas","9.04900779813606"
"christmases","7.65625"
"christykramer","6.20253164556962"
"chromebook","8.10874704491726"
"chromebooks","6.62162162162162"
"chromeos","5.88336192109777"
"chunk","9.7029702970297"
"ci","0"
"ciara","8.90909090909091"
"circuit","9.28909952606635"
"cisco","7.65625"
"citigroup","7.65625"
"ckimpersonator","6.20253164556962"
"cl","0"
"claire","8.2296867907399"
"class","9.36639869191988"
"claysanatomy","6.20253164556962"
"cleaning","9.428843407901"
"clearly","8.3395599833956"
"clearsmyhead","0"
"cleveland","9.30577721034152"
"click","8.51116625310174"
"clicker","9.19571045576408"
"close","9.21852387843705"
"closed","8.02887735236859"
"closer","9.87782529016494"
"closing","8.17237591131529"
"clothes","9.45093622413065"
"cloud","9.55253172837891"
"club","7.73639218422889"
"clutch","9.56143138625818"
"cnbc","9.74070872947277"
"cnet","9.69558599695586"
"cnetnews","7.796817625459"
"cnn","9.24007880664227"
"cnnbrk","6.35332252836305"
"co","0"
"coc","6.20253164556962"
"cocaine","8.05363321799308"
"cockyandfine","0"
"cod","7.20753849689726"
"codes","9.32810750279955"
"coffeethenwrite","0"
"coffin","9.22945205479452"
"cohen","3.28859060402685"
"cold","9.5867575644378"
"collection","9.34759269964489"
"com","7.691139240506329"
"combat","9.26047658175842"
"combined","5.71984435797665"
"comcast","8.73051224944321"
"come","8.09377738825592"
"comeback","8.36541954231747"
"comedy","8.92110586648685"
"comedys","8.22309970384995"
"comes","8.28513786146604"
"comin","7.18277599633532"
"coming","9.26092072363583"
"commercial","6.86597497058509"
"commercials","8.88851465139778"
"communique","6.20253164556962"
"comp","8.64314789687924"
"companies","7.86264441591784"
"company","8.90128609147432"
"companys","5.21276595744681"
"compared","8.78542510121457"
"compelling","9.82311320754717"
"compete","9.72436604189636"
"competing","7.49652294853964"
"competition","9.30206588498046"
"competitor","8.64314789687924"
"competitors","8.7408184679958"
"completely","9.2850499883748"
"comprehensive","8.67256637168142"
"compromised","9.07407407407407"
"computer","7.77213410278795"
"computers","7.74552993003369"
"conanobrien","9.42307692307692"
"concurrent","3.08176100628931"
"confirmed","9.29494712103408"
"confirming","9.86722726266873"
"confirms","7.86738570903297"
"conflict","8.0327868852459"
"confused","6.80277664352797"
"congrats","8.58490566037736"
"congress","8.86411442995372"
"connderbyshire","0"
"connection","7.46785204000635"
"consider","9.54102920723227"
"considering","9.2433398139877"
"consisted","9.14583992407466"
"consoles","9.45717732207479"
"cont","8.64117319472805"
"contact","8.82396177875781"
"contagion","8.80239520958084"
"contemplating","9.16434540389972"
"content","9.27342092290546"
"continue","9.59154520902618"
"continues","9.36550211499295"
"contract","6.70507742167807"
"controlled","8.51116625310174"
"convenient","9.13120120876354"
"cool","9.62417661569203"
"coolest","9.77278465034082"
"coolin","7.65625"
"cop","8.45106009008019"
"cord","9.4563740146779"
"core","9.04868494683828"
"corporation","8.62280030604438"
"corrine","4.4954128440367"
"corymc","0"
"corzine","0"
"cosby","9.75124378109452"
"costello","9.07407407407407"
"costs","8.08817384036774"
"cot","4.495412844036697"
"couch","9.25001065325777"
"couchpotatoe","7.46192893401015"
"could","8.98380333799227"
"couldnt","9.11115651818553"
"couldyoubeanyslower","0"
"count","9.24103035878565"
"counting","8.72291021671827"
"country","8.43190227286075"
"countrychick","6.20253164556962"
"coupon","7.93317258008956"
"coupons","9.18032786885246"
"course","8.96595744680851"
"cousins","8.22900763358779"
"cover","9.0234375"
"cow","8.55732725892179"
"cowboys","7.88065534345408"
"cozy","9.85168094924192"
"cpu","8.81526985519965"
"cr","0"
"cracked","8.40410896083647"
"craig","9.41387170302833"
"cranked","8.0327868852459"
"crap","8.23007560417789"
"crash","8.11783158513871"
"crave","7.36842105263158"
"craveau","6.20253164556962"
"crazy","8.02127542302817"
"cream","9.44186046511628"
"create","9.21352377508588"
"creating","9.86359690819658"
"creators","9.93243243243243"
"credit","8.90909090909091"
"crew","9.6078431372549"
"crib","7.46585616167996"
"cries","7.06051873198847"
"criterioncast","8.67256637168142"
"crm","9.309153713298791"
"crowd","9.509900019604"
"crtc","8.45061329890252"
"crushed","7.89768745620182"
"cry","8.54307432432432"
"crying","7.92147806004619"
"csrblast","6.20253164556962"
"ctarubaa","0"
"cterry","0"
"cuddle","9.22548957874189"
"cue","9.60610313759225"
"cues","4.16767922235723"
"cul","6.20253164556962"
"culpa","4.26086956521739"
"cummings","7.43833017077799"
"cup","9.14583992407466"
"cupcakke","0"
"cure","9.64046739238989"
"curling","9.6078431372549"
"currently","9.4775901361538"
"customer","9.20933840503182"
"customers","9.57195497450911"
"customerservice","9.3844049247606"
"cut","7.82432993293868"
"cute","9.18128265717043"
"cuz","8.42190126590964"
"cuzin","3.7984496124031"
"cvm","0"
"cwridgeway","1.22042341220423"
"cx","0"
"cybermonday","5.38461538461538"
"cynical","8.67256637168142"
"d","0"
"da","0"
"dad","8.2270439860835"
"daffy","6.20253164556962"
"dailydead","0"
"dailydeadnews","1.13557358053302"
"damn","6.80595965086165"
"dan","8.27321565617805"
"dance","9.06173511014414"
"dancehall","6.67802385008518"
"danecook","9.6078431372549"
"dare","7.47801345059493"
"darenkagasoff","9.47275922671353"
"dariusperson","0"
"darlinggemini","0"
"data","9.1135059968712"
"date","8.95582461812543"
"dated","7.96747967479675"
"dats","3.42657342657343"
"daughter","9.43361924296103"
"daughters","9.64481278673968"
"dave","6.83295688893253"
"david","9.04239401496259"
"dawn","9.46437266677487"
"dawsonandoh","0"
"day","9.44922460670888"
"days","9.46876879030434"
"dayy","8.84020618556701"
"dbjkr","0"
"dcpierson","7.65625"
"ddnt","8.0327868852459"
"dead","9.27315357561547"
"deadheadsmovie","9.7609561752988"
"deadliest","9.39204593430719"
"deaf","9.09365558912387"
"deal","7.75861164997641"
"dealing","9.61280330407847"
"deals","9.42307692307692"
"dear","9.51629497143038"
"death","8.55732725892179"
"debacle","9.46036695047368"
"debate","9.74608548455353"
"deborah","9.13916786226686"
"debut","9.71000483325278"
"debuts","9.13916786226686"
"december","7.796817625459"
"decent","9.21079064428182"
"decided","9.01471255774211"
"decision","9.68782518210198"
"deck","9.56031876889255"
"declassified","9.43635509628933"
"dedicate","8.9983305509182"
"deep","8.9065606361829"
"deepfocus","0"
"deeply","9.19571045576408"
"def","9.40534437335341"
"definitely","9.66703662597114"
"defyyourgoliath","0"
"degrassi","8.04820819112628"
"degree","9.44903581267217"
"deja","8.51116625310174"
"delay","9.09594985535198"
"delays","9.75619666802113"
"deletes","8.13278008298755"
"delhi","6.38916750250752"
"delight","8.13278008298755"
"delivering","9.38233477455219"
"dem","7.94012633891788"
"demand","8.92675908463438"
"demands","8.40331164991129"
"demi","6.9857433808554"
"demise","9.22945205479452"
"demonic","7.3433242506812"
"deniseschreff","6.20253164556962"
"dentist","8.06110458284371"
"depends","9.7029702970297"
"derrick","8.802395209580837"
"description","7.46192893401015"
"desk","9.859616284511"
"despite","9.27507047925896"
"destroy","8.42406876790831"
"det","7.65625"
"details","9.55719557195572"
"developing","9.49452401010952"
"development","9.75761608288579"
"device","7.65625"
"devices","7.38789362412373"
"devil","8.65965051628276"
"devotees","6.20253164556962"
"dewguzzler","7.10144927536232"
"dexogf","0"
"dexter","9.01762869416211"
"diamond","8.93026941362916"
"dictators","6.20253164556962"
"did","7.62693425067159"
"didnt","8.67148918411351"
"dieeee","8.90909090909091"
"different","7.51643535427319"
"difficulties","8.00995024875622"
"digital","9.64408481124327"
"dinner","9.46865278503145"
"dinosaurs","7.8649303452453"
"directed","9.016214246675169"
"directing","9.36305732484076"
"directly","9.02888446215139"
"directors","7.92880258899676"
"directtv","9.74869109947644"
"disappearance","7.3134328358209"
"disaster","8.80852842809364"
"disc","8.9633199125004"
"discounting","8.67256637168142"
"discovered","9.78205036376101"
"discovery","9.85387238188017"
"discs","8.22623106469294"
"discuss","9.63144963144963"
"discusses","8.51116625310174"
"discussing","9.42307692307692"
"discussion","9.69304229195089"
"disgrace","3.52517985611511"
"dish","9.44276758764801"
"dishes","9.39455095862765"
"disney","8.57092448835568"
"disputes","8.0327868852459"
"distributors","8.3617747440273"
"district","8.17190506735087"
"ditched","9.43635509628933"
"ditches","8.30508474576271"
"divaeatworld","0"
"divulge","6.20253164556962"
"dkdeanna","0"
"dkorea","0"
"dlalk","0"
"dlna","8.90909090909091"
"dluomxu","0"
"dlvr","7.101449275362318"
"dmbgreyst","0"
"dmdloz","0"
"do","0"
"doc","9.5461210809301"
"docs","9.69119917653114"
"doctor","9.46687323430238"
"doctorwho","9.60001481426614"
"docu","9.13363087424521"
"documentaries","9.37405528714634"
"documentary","8.98435639669114"
"documtories","0"
"docus","8.76203576341128"
"does","6.46977469916546"
"doesn","9.15536217046327"
"doesnt","5.31284282893293"
"doest","7.65625"
"dog","8.70547272564949"
"dogs","9.18633422154549"
"doin","4.91442276245503"
"doing","7.6925721357688"
"donaldglover","9.68782518210198"
"donalds","7.65625"
"done","9.29990692404193"
"donnellrawlings","8.67256637168142"
"dont","7.99254287154957"
"dontbestupid","4.29824561403509"
"donuts","9.07407407407407"
"door","8.24433065106072"
"doorstep","7.17573221757322"
"dooze","5.50561797752809"
"dorkmanscott","7.65625"
"dormitory","0"
"doubled","7.17191763830315"
"doug","7.86821705426357"
"dougiedancing","6.20253164556962"
"doux","0"
"down","7.57109681349221"
"downfall","8.80239520958084"
"download","7.75929383805805"
"downloading","9.10293930525512"
"downton","9.74639482844356"
"downturn","1.53605015673981"
"drag","9.190523198420532"
"dragon","7.99502212389381"
"drained","8.67256637168142"
"dramas","8.22549732337585"
"drawsarahb","0"
"dreamworks","9.09885308574549"
"dresses","8.30508474576271"
"drink","8.63869671948226"
"drinking","8.84581237052382"
"drinks","9.3844049247606"
"droid","8.9782712349295"
"drop","9.47685478757134"
"dropbox","9.77827050997783"
"dropped","8.79804125241134"
"dropping","8.18655024767022"
"drops","7.25673392306928"
"drove","7.05497382198953"
"drunken","9.23586347427407"
"ds","0"
"dss","7.10144927536232"
"dtl","8.30508474576271"
"du","0"
"duck","7.52716373173473"
"dude","7.4326539142678"
"due","8.89818404407264"
"dulehill","9.63144963144963"
"dumb","7.36038999643296"
"dummies","8.67256637168142"
"dump","9.11851126346719"
"dumped","9.63144963144963"
"dunkin","8.3695652173913"
"during","9.47537825987784"
"dusk","9.07407407407407"
"dutchhhboy","4.4954128440367"
"duty","9.05678353658537"
"dv","0"
"dvd","8.09292208105465"
"dvdrt","6.20253164556962"
"dvds","8.45613960007275"
"dw","0"
"dwarf","9.50273495773247"
"dying","9.0765030247872"
"dzdujkovic","0"
"dzzcoo","0"
"e","0"
"ea","0"
"ear","9.79752515850473"
"early","9.27167323877347"
"earn","8.51116625310174"
"earnings","9.20870425321464"
"earth","9.25872093023256"
"easier","9.77827050997782"
"easily","9.57760477058141"
"easy","9.47394102040194"
"eat","8.71369294605809"
"eating","8.86154758375334"
"eatmy","1.69550173010381"
"eazyjezus","6.20253164556962"
"ebertchicago","9.51193955771246"
"ebook","8.84020618556701"
"ebooks","9.36305732484076"
"ec","0"
"ecisg","0"
"eco","7.101449275362318"
"ecstatic","9.88194786030497"
"ect","8.30508474576271"
"ecv","0"
"edition","9.52612393681652"
"eggo","6.20253164556962"
"egvxfkh","0"
"eh","0"
"eks","7.3134328358209"
"elays","6.20253164556962"
"electricity","9.24007880664227"
"eliminate","8.17905918057663"
"elkikay","0"
"elliotloh","9.42307692307692"
"elmo","8.4825817482368"
"else","8.28180516519065"
